parent_uuid	parent_concept	uuid	concept
		56fe25e5-8359-4cef-a1f3-e6a861cf1522	31 BC
		c194d544-e572-441b-9c2b-5000bcad3a2b	2700 BC
		e069370d-1508-4751-a24a-cbd83d48a2f2	2890 BC
		07958a97-2585-4c39-9a4c-90046dada45d	AD 670
		7c4d5087-5689-4162-a451-2580ed19d85b	3800 BC
		422f0f03-144b-4993-8c2b-ebd75f7a15be	2800 BC
		3b8ef4a1-1b17-43f2-a774-be7cdefb82db	1500 BC
		76924106-45e9-4f7f-b04d-b5c1c2c92afd	350 BC
		9994040e-6075-4056-8ac3-fb84beff05b7	AD 235
		8b67ea68-4820-4403-912f-9c14869e7d18	1150 BC
		6c4ed255-829d-4051-aca4-72cadb054ca3	9150 BC
		0c195807-0716-4b78-ba4b-838e8d8d14a6	AD 282
		ecb30fda-701d-49d8-b30c-947b17439c6b	AD 650
		83af1b9d-e1e1-4edf-94c4-2a2960fa9585	8150 BC
		856800d4-d780-494d-a5c5-f470173ea9eb	AD 69
		8b153596-6744-4833-ad00-0b9027c8a85f	9350 BC
		83c07790-1e9a-4244-ae98-f65cf5a3f610	2250 BC
		0b886452-64de-4bc1-8b68-3252dab2fa92	AD 1549
		7bd9de4e-18a0-4df3-8df6-5c12cb123be1	6700 BC
		bc2c3e9d-9956-460e-98d6-4a96f9684e98	AD 1939
		74578d48-e68e-4d76-87ac-588bbae00da8	9050 BC
		3464c0b0-2142-44ef-84fe-02202a176769	AD 250
		382f74f0-c36b-4ce2-86d5-029ba3dfde71	AD 640
		eaf3a52d-eed5-442a-95fb-82c67d12a374	9700 BC
		3efcb98a-c5b8-417d-afe0-2f874e8e168b	3550 BC
		becc3a51-8d77-4ce4-9841-0fe8eade2fce	2181 BC
		698bed2e-fafc-4169-842f-a1f179505ecc	AD 100
		75596714-1738-4a44-90f0-f4269252743a	9300 BC
		2e78d665-f4da-4eac-ae6f-8a4b2b288b90	5450 BC
		824693f4-8d18-4948-8841-26c3e2b57bf6	1400 BC
		918aa16a-2ba5-4b19-9390-5a731abd9092	AD 1525
		d33131f4-f354-4e9d-a623-8a40cfca177f	3450 BC
		ff0085c6-366b-40d7-b584-1cf9c6118c56	9500 BC
		e29f591e-b00c-4fd1-956b-b65c1c71cbe4	9450 BC
		f9be6f3a-ad82-42a7-b275-ed04dfa53c28	4800 BC
		5d55f3e4-3056-4ee1-bb95-bbf8d4601598	1580 BC
		494fa5b6-a4f0-435d-9862-483ec391c05f	AD 2000
		c2bd40d8-9c45-4741-89ce-3ee7a19e2b64	1950 BC
		f8898991-426a-45a4-b6d8-de5e21d17222	AD 600
		329bdd15-01bd-492e-88fd-22d02f66ea59	2613 BC
		3f355986-0a25-46fd-bd35-fcd555ead3f2	9950 BC
		1abf1f0d-64fc-4780-a9b4-0170115e6f78	1200 BC
		40cfa58b-0d34-44d0-92fe-ea182df107f7	AD 1950
		1d3d67b7-1bb9-43a8-9bec-561fd4c4e172	3300 BC
		d9261432-be04-4f6e-8ba1-f255be82fed2	73000 BC
		3ca7fe6c-fc91-4dce-84d6-6fe943f892af	800 BC
		3c82c592-674f-4abb-8b56-5483833a1add	1750 BC
		27f4c9f0-ec5f-458c-b635-e32442684a87	AD 1900
		143098e3-1bf6-4662-9057-2e359da63a2f	9200 BC
		b8f588d2-cfac-4ce9-898d-c67a50f8df22	7150 BC
		74e5803e-acd9-4072-b612-afa816c64ee6	AD 307
		7bc79da1-afe1-487a-83b0-45f4f98cf81b	AD 641
		eb5ca18f-2acd-4c22-aa5f-cc245bdfd747	9900 BC
		f613e560-27e4-431f-b352-51ef2d6449a3	1900 BC
		59b5c13b-e56e-4557-9e36-40c89271a6e9	5350 BC
		fd5f9c2e-98ed-454b-b4e1-c350679853d5	AD 363
		62695982-80ea-49ab-afb4-cb6790abc0af	AD 969
		7bfcfd80-3798-4ce5-8a9c-7b803611b04a	8400 BC
		278e2741-d5b4-4cff-99d1-baf0d20e41b1	3900 BC
		9be3a520-9624-4cab-b87f-face2753f43a	8950 BC
		cc2fb166-d571-4125-be13-179e7c75abe2	12500 BC
		8cda242d-222e-48da-a475-d02b2e185695	AD 950
		0b07dd69-3df1-48d0-8c69-dfb97fd7cb13	9650 BC
		6222692a-3bad-4326-872b-662ba7df2ff0	1186 BC
		cc43bd5f-f725-4d39-8cb6-037264f76584	1350 BC
		97d27ff4-28f1-4f39-bb93-312378cdb334	AD 1550
		bcefded2-8c12-47aa-8a16-83830fec7a4d	0 BC
		252b902c-b6ef-4867-8cc3-15aaba33f665	8100 BC
		ce667019-81a4-4b1c-8fb7-827f7b33f375	6150 BC
		1ac6b141-5a59-4cdf-aed1-95934d00b233	4750 BC
		5996fc05-70ed-456c-a919-eb841f3f20f6	4100 BC
		5f5d75ce-8ceb-4e31-a21c-d85ffffcb61c	5800 BC
		f26a234f-7f73-49db-a71c-9f5b853378cd	5250 BC
		2ae3456b-7b49-4a76-8aed-8047eb8ccc17	8900 BC
		6f360ff5-f171-4b31-88fd-dd4262e632a1	600 BC
		119b330b-07c6-4a18-b3c1-5bb30fe7f204	7050 BC
		565a1f71-2d28-431f-b706-879d90f0f097	6550 BC
		201f2c3b-e767-478e-a43e-385d918e472f	7850 BC
		837c79fc-8dc2-4b14-a524-feac63171eb9	1250 BC
		b8c7c449-c8da-46f8-8a80-6f8290f12f4d	30 BC
		f2beb310-393c-4849-9786-0dac2853375a	404 BC
		1ff32d70-32c4-4cba-b63a-f7c03b6c15db	2900 BC
		9dcc4fd8-f157-4511-b12d-212b3621907c	7750 BC
		b2ab0226-20e3-409b-b0af-5994d3afdbed	2050 BC
		3eb54aad-e831-4b91-90d0-dc0ce735d25b	2350 BC
		7bdcfa3a-1c2c-4ad2-9ec2-5a01f4837d1e	AD 1
		230728ea-4c63-4665-bbc8-4338068f9bdd	AD 450
		10143cfb-5f09-49e2-9f1a-9fce89dfa757	4700 BC
		3e2d65eb-4b72-4d38-88e8-0f9c36469668	6200 BC
		c29108a4-2f8c-42cd-af54-709e4a972f2a	1850 BC
		7cb306ad-2521-4926-a77e-ebcb6946670b	AD 1912
		5fb20ab4-bbb6-4d9e-b888-c6a50071a164	2500 BC
		97b98adc-5e8a-4cf6-9eaa-89e42c783e30	6850 BC
		6a014259-3af5-4902-8c96-17af6ba592e5	AD 430
		c3cc4a8d-504b-4475-94eb-7612f8f7988b	96 BC
		a37111e1-ffa2-45e9-9e06-f0bd447f0a70	100000 BC
		05c63a4e-8f78-4a5a-8ca7-e063cc9d873d	4450 BC
		01bcdc85-2e50-4fe7-8f3d-7e3f5de20db5	3150 BC
		c0633176-04bf-44a0-a0e5-31cccb13f82e	3750 BC
		4246fa2d-85ad-4523-a447-b0340da5b48b	80000 BC
		0a6512f6-ed3e-4fc0-ba09-87f5c054af54	AD 1830
		bae50810-3427-453f-830c-aa2870532d07	AD 1956
		bf3b48dc-ebdf-482c-b3fa-92a8e498af0b	2950 BC
		1cf12eb8-2e47-4cb3-b9c2-91ef2f628551	AD 2050
		d1efb077-d015-4a72-8e3f-667ecda16cb1	7900 BC
		cb4a2d61-2314-48aa-acb4-6805884b6317	AD 96
		89ade9c7-9a6c-4d11-b9a4-3e0f8d711f63	4400 BC
		897d4473-ac95-4b6f-9e99-0df098859343	818 BC
		17c10621-7567-46c0-bea3-f0215f379d53	6450 BC
		11deb598-86e8-46c0-9bb4-3e39daae2e95	4600 BC
		8e3a640b-7fb5-4a57-883b-fd49e42809d3	5750 BC
		97625c3c-44fb-4361-9450-a017c1a99074	250 BC
		d8b8e7ab-7645-4fe6-9bbb-97a9ebac760b	5050 BC
		01527d26-3808-4481-b36a-87b1f357de15	850 BC
		d082c7b5-27ce-49f9-93b8-cf628731731c	700 BC
		181fc53c-acec-4ed7-959a-19854c97ef42	4000 BC
		6c0ffdcc-4586-46ad-88ec-92364f7556c6	8850 BC
		a840de8b-ce9f-4420-89f4-fc8d53253757	AD 1300
		38e961ea-9106-44da-839c-ab754aa59f59	AD 1517
		3e4bea5c-8177-4469-aa22-f7170e4ef5bb	8200 BC
		448593fb-af9e-455f-862d-c94d3ea87b58	AD 350
		14c9c69e-cdb1-4f0b-b8bd-7d750f5d573b	5300 BC
		0a974e80-0e76-4041-8624-85160c77455b	2000 BC
		3276ad5a-84f0-4be0-b887-34b1c7caf786	2125 BC
		fd969a40-3550-4ef1-8ed1-91cb7ac2cc0b	10700 BC
		948b4f57-926c-4a7b-8f23-13468d81deab	3000 BC
		01418378-8ea4-4103-92ea-ec873bbe5586	747 BC
		0b1ace44-cbfe-4fa0-af6f-80189c1c1035	25 BC
		acbb7781-3b63-4f1e-81cd-e11e4c0e5cf1	1050 BC
		78e93989-940a-4393-9a89-8db5f7a6e39c	2400 BC
		edb0a333-04cb-4d4b-9d01-16c7fef40c2a	3850 BC
		2c4c8896-2fbd-4603-a5c8-ad6762e639a9	2550 BC
		4d846055-3438-4c42-9166-d125804fee95	6600 BC
		a069efc7-82fc-41fe-bcf7-dd19a09f4ecc	AD 868
		1718cc32-a169-443b-a85c-ba9848dac3f2	5550 BC
		a648c06f-46eb-449d-8697-21a7e93d473b	2450 BC
		d6ff9b49-bc2c-498b-be37-d9f02511bc1c	3050 BC
		e08c69ac-7472-4f0e-893d-73d4feb87274	8300 BC
		53015baf-b7d9-4650-853f-aeb7cefee7b4	6000 BC
		3712fe06-3992-4d10-a1f9-7188e87b1e71	AD 1882
		fee57957-41e9-4577-b70f-778dd4abff7f	8750 BC
		d39ec9b6-6aa1-4a52-adee-25b56568ae96	14000000 BC
		9acc121b-bc1c-48ed-8d36-1518aab89fb4	6250 BC
		537367ac-2f5a-4f8e-8fc2-2912beae0ddf	4150 BC
		4af31863-8c95-4e4c-8111-34f72f9fe14f	AD 1100
		c705e3d6-7754-4ca6-89dc-9a0c95969265	6300 BC
		6555904a-a498-44cd-8dc1-8380933f2cdb	7350 BC
		095670a8-d089-4a84-9328-8f264ce53cde	AD 193
		ab025980-1b7f-4d03-9394-ee55c18b6d5e	1000 BC
		f68ff1da-28ad-46fb-bd39-811de0787f84	9600 BC
		ca0d6302-ab33-4d86-93b3-69748904b57b	5500 BC
		74ad4ff3-8844-47d0-8709-5704018cbfc7	3500 BC
		118c083f-b946-4854-a714-15234bcfbd27	343 BC
		36400674-4181-43a5-aad2-52f6a0acea37	3600 BC
		5c5e93e6-00e5-40a1-89e6-5ad67c59e5af	9000 BC
		07162dfe-5c8d-4dbc-aed9-94407394810f	AD 50
		d634344a-fcd3-4724-9ada-3d0976eb3e37	5900 BC
		371629bc-84e7-4837-b24a-71c6ae2a9eaa	18000 BC
		96ed149b-2497-43c7-aa12-daa074d6d468	AD 1382
		b64508d2-70e9-4e2a-b6c6-603662bf7125	50 BC
		b930602d-804b-404e-9ec2-188221b0023e	AD 610
		eefe873e-cb9d-4cd8-800c-5e2cffb39af6	1295 BC
		030e7ff8-d38e-4053-a5e0-cb582b8ba392	8800 BC
		85a9af86-5955-4dc1-945b-60ad76e468dd	150 BC
		f8b74aba-bc09-4335-8545-03ed83d4ba53	6100 BC
		faf2c86e-2eee-4093-97a7-ea68732d44ef	2055 BC
		5eccf167-3fda-4fa5-9378-9283418857ba	6650 BC
		11cfe521-a889-45ee-b394-80e67aaa86dc	238 BC
		97a47de9-acb2-4ff9-9e82-94d749ec5d15	1800 BC
		c83d1f07-247b-4280-8a72-aaaff2879127	945 BC
		5e3ec592-d4e5-48e0-adcb-0bb2689bdf83	5200 BC
		1b636e2f-a9f3-473f-95bd-c95d64427931	AD 750
		15126aa6-9b85-492d-b21c-b4676ca5b4c7	24000 BC
		669760ea-c657-4e81-8405-111d62b82a10	160 BC
		2bd14d5b-7ba7-44a1-9c9f-f3a77d5a38e8	146 BC
		36bcf505-b0a0-4308-be2d-b73a77e84428	4550 BC
		d9a054fc-ebf2-4f32-ac1e-76d9378f99ce	8000 BC
		fdf4be9e-128a-4af7-a9de-08a4b150ed59	AD 1650
		d365bed9-3529-4381-ad27-7f71a10509cf	3400 BC
		ece4798b-4345-499e-b45f-bdeaee27c152	AD 1450
		bf5bfebd-e2ca-46e6-aad1-a5e6f23809b0	3950 BC
		be1966c6-ff7c-402e-bc54-c681fa810136	AD 285
		7c475a3c-c1ac-429a-a522-9daed2fe6782	525 BC
		c9f4afe8-eeed-4ab1-b154-e5fd0fe897f1	4350 BC
		fe30529b-804b-411f-86a6-b8c603c8ac9c	AD 395
		e188c10c-d785-4944-bf66-93cc3aeaf0a0	AD 1798
		9e26776d-fa05-48ee-906c-0c71cd070c3c	250000 BC
		863e4058-913a-41d3-909d-67064acf4236	664 BC
		19cdb8e1-b6be-438a-8c17-0e4e2370cbc7	8450 BC
		da097ee7-d0c5-4b7a-9d16-d177238289dd	7700 BC
		7c443cb3-7adb-456d-b756-1e6a8bd4bfb8	7300 BC
		c7ac6544-327c-4a02-b687-6431bf2fa857	8550 BC
		ba88207c-a322-4ffc-bcd1-7b05f7cd9d91	1300 BC
		d6e70f64-4362-4762-aca4-0748d16eafff	2200 BC
		31987383-eee5-43f5-bcd6-5399c1605958	8350 BC
		70d43793-42b7-4409-8522-3f782c74c5fa	7550 BC
		c5e4f840-6a6d-4836-ac87-c41eef26877e	100 BC
		a538580a-8dda-4b4a-8f99-867489078cf3	1069 BC
		7acc283e-5641-42df-b0e1-7277003f6ee6	AD 1250
		16d6f601-32e4-4473-9f21-a89578177e0c	AD 550
		afca5722-4b63-4652-9a58-f02687ae07ad	AD 1700
		e985f71d-7650-4f9e-a379-bbeebf833155	2600 BC
		61a30255-7dad-4074-8cd8-73e9759748db	2750 BC
		77aded8c-976f-4d93-9f88-8f49d446b078	7650 BC
		465950c8-055f-47b1-b3b8-984654e970c3	AD 700
		3df3a8cf-c186-42ca-a4ec-8122e1b96fc4	6350 BC
		e349b2be-5f58-41dc-b316-e70e236871ab	5000 BC
		39c69296-7c55-471f-947e-498699d62416	AD 200
		cf5ac9e0-da5a-4011-88f8-74f4cd965c69	5700 BC
		3c8d4aed-e056-4d8a-8bd4-d6fa3155e17b	AD 1350
		366b92c9-a6b5-4fc3-851f-038b694c97be	9850 BC
		43070066-caab-424b-b0ad-da20edc495c2	8700 BC
		27ea67a4-4b01-43e0-8aea-fa6aa0d94d89	3700 BC
		12e8ca16-4ff4-4c5e-90d4-9394121abb26	8050 BC
		54616c26-cf36-4a79-917e-e9d14da4e3a8	8600 BC
		dfa21572-b4ff-40e9-98c8-6ef44821b20b	300 BC
		f9370720-2c68-4c35-bb1e-1197c504fbb4	399 BC
		b1528b20-52c5-4d08-9321-e1979d9d5d76	6800 BC
		e7381e53-f71b-44be-bfd8-108e13195585	4850 BC
		ac25a529-80d3-43da-b3ea-d6369d9ecaf0	7600 BC
		73389cfc-8826-419b-81eb-e1d745112771	AD 1960
		1d4afd33-a854-4d2f-a002-0739d5a9575c	10000 BC
		bc7e8786-87cf-4736-b2ae-deef7bb7c530	9250 BC
		d3596adf-2e5e-4686-9f17-431e6c3dabf1	AD 400
		7581700e-b7c1-4882-b3c0-ce31f9ca60f9	AD 300
		4da43b25-46ff-46e5-b98d-def50bc745bf	1450 BC
		23baca5d-576a-45a7-b568-488f2a58238c	2150 BC
		8549dec7-960b-4f9a-b9b4-81f4ac641f72	8500 BC
		e39478b1-f33d-4456-acf1-9ce39c325455	1650 BC
		8214cde7-1d3e-46c7-9a73-9f79bc5b8e1b	AD 394
		fa96030f-8be6-483e-84c4-02222284dce5	AD 1800
		d122e04a-9e5e-4243-819d-f85461a88c45	AD 1962
		6b3d27b3-027d-4ac4-8a0d-538f3783a003	45000 BC
		674669e7-3da9-4175-9c12-27f37b913f74	9800 BC
		b47218dc-62dd-4175-a1a6-2c0cab6df587	727 BC
		b81d26e7-086d-4846-8d3b-588a4f85cc6e	7800 BC
		a4b38366-71e0-4758-b972-227b712fdc9b	5950 BC
		682d68f3-32e4-4684-95cf-c7c79429c933	AD 1050
		d9a3fdb7-1275-480a-89ed-d6bcb0dc1555	900 BC
		0ea4e0f9-1480-49ef-8e55-91db85631a77	AD 533
		4e3e38b3-ac3c-4ece-8790-83be3adec177	AD 1070
		c613c72f-bd89-4c75-b039-b2aeb17ce379	7100 BC
		fc511f06-8dbe-4d74-9b49-05e99be11877	AD 850
		49b76697-7875-469c-8c96-db5705665600	150000 BC
		157f6b04-2e9d-4161-a6c8-7468c8b69921	AD 1952
		de34084b-a758-4a11-9742-b75d3e4d1655	500 BC
		98f22efc-83dc-49c1-ac10-da1baf7ac397	6500 BC
		f370397a-d045-436c-bb50-0a927122815c	1550 BC
		b51a9b46-2ab2-41c1-8b72-83c74f51ad49	AD 1150
		629decee-4d07-4b44-bc6a-7349e3c6b8b2	7250 BC
		7609877d-dd78-45a2-94de-7d3bcba21642	7200 BC
		3206ee1f-6ef7-478e-8a00-c8dd7f67ec70	1985 BC
		2662822f-bacc-462e-9c24-a8e7f9b00b07	8250 BC
		56609ad1-7e0e-4511-8fba-1af22611a936	1773 BC
		d666c0ae-b7c8-49aa-a490-11feb8989a71	6400 BC
		48d944c3-4bd7-4427-a41e-04f1c6b666b2	5400 BC
		289486f4-30da-42d7-9ea3-4a39b66f5d3f	AD 1000
		0b7ad802-5a72-4ce7-8b5b-d962e92d41d9	9100 BC
		594cf30b-ee06-4742-8636-bb4ecb68c19b	950 BC
		e90cfb9b-b744-4508-bc7d-6ff18193bce4	AD 1574
		6f4f73a2-b93a-4a17-992a-2c999441547a	AD 27
		1f56ad88-8a19-4ca9-a59b-3b87b61026ca	AD 1171
		332252ea-620c-4dd0-befe-3bf13a409806	AD 800
		d607d1d4-9a65-42e7-8b03-67f33cac0247	AD 1750
		e2559868-c68e-473a-9291-e095dedd5c19	5650 BC
		c5f4578e-6eb9-4427-b647-4aac4f8a2b37	700000 BC
		e675c033-0f75-470c-bd70-0931afd8be11	3350 BC
		676ddcca-038b-4541-b282-cc07007b239c	AD 1500
		50f9232f-ff35-484b-951e-4d90376be228	5150 BC
		93b34616-1c7b-434d-b06d-11560c0e9ebd	6750 BC
		8af9f99b-c5bf-42a3-a7c6-52683b2c99bc	450 BC
		7b0b7112-4d27-42e1-8163-3f711688c805	AD 42
		0be42a70-a9f6-4da1-b988-78f65acefe42	2650 BC
		74bf4b18-1dc0-47fb-bc71-f17e57b2235f	323 BC
		ea4f988b-f6fc-487a-8540-ed66262ae56f	4900 BC
		d16eb1e2-f45b-4057-8e91-e29b5682f21c	9400 BC
		3295c096-f4db-464d-b32c-a65e039c6483	4200 BC
		3c2bb059-8632-4959-b021-0f20de5ba5b1	Creative Commons (Attribution-ShareAlike) (CC BY-SA)
		39e6c0e5-15b5-4192-817b-63e5ba10db90	Status/Display/Monumental
		463080ce-fb11-4f0a-a203-050e4cd1a83b	1:2,500,000
		96d107f5-74ed-4e78-9bfa-424c23f93f82	Sand
		d83ddf49-dedc-4c16-8276-e5a0a398682d	Low
		0f6c36d7-0fef-47b1-8aed-35fac3096cee	Imagery Source Type
		b9c0ef54-9ee6-4031-b4b8-65b33ba8c27c	Unknown
		2cec15c0-1789-4494-922d-4d6b7d433b04	CORONA Atlas of the Middle East, Center for Advanced Spatial Technologies, University of Arkansas
		bcfda80a-17c7-49de-a921-f3c9ca6a2a07	UNOSAT
		6684c522-08f8-488b-b848-bf25e6e962d9	Air Survey Photographs, UCL Institute of Archaeology Special Collections
		9304de43-a3fa-477a-b88a-bae1c5216afe	Endangered Archaeology in the Middle East and North Africa (EAMENA)
		f6bde500-62b1-4659-959e-9cd34b7deac4	YouTube
		f21aa284-dc4f-45ef-9963-a908734879f7	Manar al-Athar
		60aa863f-a723-47e2-9686-c1773ad8392a	The British Museum
		e99accbb-bf4f-42c1-947f-1f65897022ff	Royal Collection Trust
		fdc68841-e437-4822-a781-7c1bf9f6ec8f	UCL Institute of Archaeology Special Collections
		c9d0215a-ae66-434f-9ef9-dd96de700d19	Bing Maps
		8b1d1b3c-d45b-45cf-9b28-5f153aac3393	Flickr
		e1dc3cc3-b243-40af-a1b0-3ab2bb4e392c	Bodleian Library, University of Oxford
		52647c12-9a9f-45de-a25a-1543f4bef60c	The Qantara Project
		88379e03-0166-4165-a3fb-4edd25c4f51e	Forteresses d'Orient
		99a024cf-1dd2-4447-8d5b-200bf645b3aa	Google Earth (Pro)
		f7d46803-ec44-4012-a50d-0c25ca1424f5	Historic Environment Image Resource, University of Oxford (HEIR)
		cae1f3aa-1412-4963-9a8e-0551ca13e51a	Honor Frost Foundation (HFF)
		e9b0b87d-f510-4534-81aa-3c1c6b750473	Sir Aurel Stein Archive, The British Academy Library and Archive
		3e53dbe6-dd83-4c5d-a824-151df09337de	Terra Bella
		097ba42c-2a0f-467f-b832-f003bc0c3a2e	United States Geological Survey (USGS)
		1a6529be-a7ed-4eb4-a94a-9c60bd75723e	Aerial Photographic Archive for Archaeology in the Middle East (APAAME)
		4fc8af4b-e280-41a1-9e93-981b82d40929	Ashmolean Museum, University of Oxford
		ed677154-8bac-4539-9e9c-6ae02e3abf6f	The British Academy Library and Archive
		12845996-a664-4d91-b5f9-a091530425b0	Harris MapMart
		9fe6aac3-2e73-4e86-9d14-3cedc11f1af4	The African Rock Art Image Project
		7e8fe7e6-0093-43c1-aade-fbeaefe41f0e	Matson Collection, Library of Congress
		bac4b85d-eae7-48fd-ad24-77e9820c69de	Society for Libyan Studies
		019c5cb0-88e6-4588-a537-838cecfc193c	Mangrove
		20ceec20-4e43-47d6-8c72-3fa142686f8c	Yemen
		5cf451c4-8961-448c-948d-4e76d99e6ca5	Fetch Type
		4aea65af-5ce3-4f66-b673-48f1ad148b23	Protected (sup 10km)
		0706daa1-40bc-4386-8a1d-0b8709e8847e	Exposed (sup 100km)
		f303f923-be4b-4ad4-9942-c921e7a804c4	Moderately exposed (10-100km)
		c81b4844-1add-4001-9f2d-96ad6556acf6	Geoarch Feature Formation Process Type
		263c6142-3850-4a10-87a0-c5ca3f62226a	Slope
		f60593c7-fe43-483d-bdc8-d8e423b45022	Marine/Coastal
		24a9e3fa-e2be-457b-b12a-2481ffe30aec	Glacial
		334e98a8-2351-4af0-9848-5ab9c0431392	Volcanic/Igneous
		41d39b2a-c24a-47ef-a2e9-29036dea8ef3	Biogenic
		3df7fbbe-429d-43f5-9c16-84a4f5db3c55	Fluvial/Alluvial
		7d904412-3048-420e-85ce-92825e474c14	Organic
		03873d3a-3394-4506-a7cd-fd57e05124d3	Chemical
		7032d3e7-c993-48ae-9603-e2611c5f12c1	Iron Age 2 (Southern Levant)
		31ad48bf-bd87-4cd0-882b-b2fad92a61b0	Imperial
		7d5ee61b-919d-4f03-9640-c00797fcab91	9 ft
		9074a9fe-051c-4fac-bfb8-6f4ac2bd2f0d	2-4 ft
		834e763c-094c-474a-a0c2-0f27867958ef	6 ft
		4979cdd0-6804-4afd-a379-8e6d5e4b77ab	Slope
		03667f1a-f33b-4f80-8fa1-81b1a5e29612	Valley Terrace
		c1cb77df-caba-45aa-814b-bbfea73a8a2e	Non-Governmental Organisation (NGO)
		5f087f62-902f-47fd-b8fc-8f2532ef44c4	Reef
		bfdfbb15-2cf0-4b1b-97e3-91000d3f521f	Openings
		6ac59dcd-a22c-4c5e-be04-1d52b8ac3604	Entry/Doorway
		5be4e471-b775-4cd6-b8ea-61a2a91f319f	Window
		77ac0565-7d3f-40b0-a377-442e963edaab	Door
		156fcf2a-8634-4e68-a1c0-f790369413a2	Student/Trainee
		cf98409b-e328-44c3-a797-9a5fe89a7ef7	Bronze Age, Middle Elamite (Khuzestan)
		25e766ca-07fa-452d-bb7f-5eda22a32577	Deimos 2
		b2e2cc93-79ba-4d1b-b3ab-57b6be800c03	Not Applicable
		3071ebbc-2b60-4370-bdbe-9e3fdd790f67	Late Bronze Age (Central Zagros, Iran)
		e5de56db-3d6a-4eb4-8bc0-6881214b32e5	Sudden Ecological or Geological Events
		17018f19-9cc0-4515-b381-790cc2803a39	Chalcolithic (Central Zagros, Iran)
		88fca748-167b-4791-8356-fde20f3000b7	Chalcolithic, Early (Central Zagros, Iran)
		3f7e51ad-ba3a-4175-aa65-2d8f74c1bdaf	Chalcolithic, Middle (Central Zagros, Iran)
		5db851a8-f46d-4bb4-8080-39a2f2085a81	Chalcolithic, Late (Central Zagros, Iran)
		c6e12ab7-0b96-4ad9-bfda-a5c10224ff58	Intact/No Damage
		83c11928-9972-4b72-b18b-dbc203df29f4	Planned
		07840e9b-2cb4-4d47-b3fb-d639b2a17291	1:253,440
		858bdd80-599c-45d0-8817-bb5b7d969fb1	Unknown
		62abaca6-7655-4a8b-bceb-1465faecc0b5	South Arabian Period (Southern Arabia)
		be829877-e88b-4c39-b4fe-29ea01fbdccc	Good
		e231ac21-543f-46be-aab6-a0908a478cdd	Hydraulic Use
		5d2b3d6e-7787-48bd-8632-a600934bd64b	Heritage Classification
		e53c9814-1551-4704-add2-3aec42b9d0e4	Archaeological Site
		6b43f788-ae61-444c-a210-cfb231fc7dbc	Landscape/Seascape
		b80eea63-6676-4d27-b7c7-15e40ed2f53b	Structural Heritage
		f2733617-db5d-4fd8-8887-5da9b5417139	Urban Heritage
		49d66f02-7645-452c-b726-62608cba752e	Archaeological Feature/Component
		9ebb6780-2f47-44d6-8ad7-cedf7eca02a4	Depositional Process Type
		d1043c7c-a6f4-4ac8-802c-825b5e8865b4	Organic
		86453da5-7daa-423a-9560-36307cbe835d	Glacial
		70a8f120-0b42-43b5-bb6b-8c97514e0e3e	Biogenic
		d3888c77-e03c-4d99-9dca-3d7536894b6c	Volcanic
		2bddf062-834a-4bd2-9b3e-6597d86466cc	Marine/Coastal
		b7cb0058-6502-427e-a0d6-efa3918361f4	Chemical
		ca53a9a4-b18a-425d-9383-15a465d8fb4a	Fluvial/Alluvial
		cc7c6704-3425-42c3-855a-516af6fea5fe	Aeolian
		e1552e67-234d-4d17-bda8-eecb6ebc9426	Earth Plaster
		a1ae0b4d-135b-4a1f-bed5-c966d4ca51df	Neolithic, Late/Ceramic (Northern Iran)
		9a9187dc-f520-42f6-9be1-1b190a8556b6	North-East
		6d025a29-6d0e-4670-9160-2f4236e4e6d7	Robyn Mason
		3acae031-2bdc-4150-b449-4cf69f05597e	Renewal of Protective Coating
		c7cffee0-ff2b-436e-8e75-c77ff4c202ac	High
		bd4339aa-f66d-4b40-9003-40ba25f36dfd	Agricultural
		28b389c3-5b15-4507-aa5b-a53a2447269d	Lack of Adhesion
		b1bc14b8-c128-4470-9d4a-33b5bd093f3d	Early Bronze Age (Central Zagros, Iran)
		81f6c859-57c1-421d-adb0-0e3145d44fc5	Title Type
		61ec1d40-feab-48d6-b482-76fac442bce6	Primary
		f72776cf-632d-453e-b6b5-9a6a22e372fa	Alternative
		d0914da8-a82d-44ca-b145-7e7ea64f2c84	Axel Getz
		fc7c154e-ab0d-41b3-ae85-19ec08b34a14	Structural Robbing
		612b6ffa-914c-4e54-bfa5-2f2592ac4b7d	ounces
		582e1a51-3b36-41b5-a490-65a3746dd662	Geo-rectified
		8a12b3ce-849f-4501-8d96-3eb2497053a9	End Of Existence Type
		908f9801-c279-40cc-85db-c68c8ddd9ec6	Dissolution Date
		29cf9028-3e24-4db7-be7a-26b6657e1009	Destruction Date
		b56cd2f2-520c-4a85-afa1-50e7f0a4f930	Demolition Date
		b39ddc32-b2c7-4895-8854-61a86b00f4ec	Death Date
		0f72eedc-0b2f-4411-a9ec-d0aeec2c12d2	End Date
		1a6c03a0-fbb8-4af4-b749-3aadd288c95a	Unknown
		f5601179-05c6-441b-abb5-6d2b8b0ff795	Definite
		dbbe8645-15cf-4d9a-b08d-4a2af9fee58c	Construction Materials
		f1039b76-794b-40c9-b702-a6d0b1dedcf4	Construction Material
		44edaa66-c9ca-4e36-8867-77680409c852	has the same spatial unit as
		a922dd74-67d1-41a2-bf63-771930c75c81	square metres (m2)
