"UNIQUEID"	"Assessment.Investigator.-.Actor"	"Investigator.Role.Type"	"Assessment.Activity.Type"	"Assessment.Activity.Date"	"GE.Assessment(Yes/No)"	"GE.Imagery.Acquisition.Date"	"Information.Resource.Used"	"Information.Resource.Acquisition.Date"	"Resource.Name"	"Name.Type"	"Heritage.Place.Type"	"General.Description.Type"	"General.Description"	"Heritage.Place.Function"	"Heritage.Place.Function.Certainty"	"Designation"	"Designation.From.Date"	"Designation.To.Date"	"Geometric.Place.Expression"	"Geometry.Qualifier"	"Site.Location.Certainty"	"Geometry.Extent.Certainty"	"Site.Overall.Shape.Type"	"Grid.ID"	"Country.Type"	"Cadastral.Reference"	"Resource.Orientation"	"Address"	"Address.Type"	"Administrative.Subdivision"	"Administrative.Subdivision.Type"	"Overall.Archaeological.Certainty.Value"	"Overall.Site.Morphology.Type"	"Cultural.Period.Type"	"Cultural.Period.Certainty"	"Cultural.Subperiod.Type"	"Cultural.Subperiod.Certainty"	"Date.Inference.Making.Actor"	"Archaeological.Date.From.(cal)"	"Archaeological.Date.to.(cal)"	"BP.Date.From"	"BP.Date.To"	"AH.Date.From"	"AH.Date.To"	"SH.Date.From"	"SH.Date.To"	"Site.Feature.Form.Type"	"Site.Feature.Form.Type.Certainty"	"Site.Feature.Shape.Type"	"Site.Feature.Arrangement.Type"	"Site.Feature.Number.Type"	"Site.Feature.Interpretation.Type"	"Site.Feature.Interpretation.Number"	"Site.Feature.Interpretation.Certainty"	"Built.Component.Related.Resource"	"HP.Related.Resource"	"Material.Class"	"Material.Type"	"Construction.Technique"	"Measurement.Number"	"Measurement.Unit"	"Dimension.Type"	"Measurement.Source.Type"	"Related.Geoarch/Palaeo"	"Overall.Condition.State"	"Damage.Extent.Type"	"Disturbance.Cause.Category.Type"	"Disturbance.Cause.Type"	"Disturbance.Cause.Certainty"	"Disturbance.Date.From"	"Disturbance.Date.To"	"Disturbance.Date.Occurred.Before"	"Disturbance.Date.Occurred.On"	"Disturbance.Cause.Assignment.Assessor.Name"	"Effect.Type"	"Effect.Certainty"	"Threat.Category"	"Threat.Type"	"Threat.Probability"	"Threat.Inference.Making.Assessor.Name"	"Intervention.Activity.Type"	"Recommendation.Type"	"Priority.Type"	"Related.Detailed.Condition.Resource"	"Topography.Type"	"Land.Cover.Type"	"Land.Cover.Assessment.Date"	"Surficial.Geology.Type"	"Depositional.Process"	"Bedrock.Geology"	"Fetch.Type"	"Wave.Climate"	"Tidal.Energy"	"Minimum.Depth/Max.Elevation(m)"	"Maximum.Depth/Min.Elevation(m)"	"Datum.Type"	"Datum.Description/EPSG.code"	"Restricted.Access.Record.Designation"
59	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.59"	"Alternative Reference"	"Archaeological Site"	"General Description"	"Sur les deux rives de l'oued Tsabounète, à 5 kil. du confluent de cet oued avec l'oued Riou, ruines romaines, que Marchand (l. c.) qualifie de postes : à Ardjeb et à El Maghzen."	NA	NA	NA	NA	NA	"POINT(1.08707729517973 35.9227264378984)"	"Center Point"	"Medium"	"Medium"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"Medium"	NA	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
60	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.60"	"Alternative Reference"	"Archaeological Site"	"General Description"	"Ruines romaines, à Kebeur el Djahel, au confluent de l'oued et Tleta et de l'oued Riou. Autres, plus au N.-E., près de Si Saïd, sur un mamelon, au confluent de l'oued Sennsig et de l'oued et Tleta. Marchand, l. c."	NA	NA	NA	NA	NA	"POINT(1.11355420581709 35.8768120488295)"	"Center Point"	"Low"	"Low"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"Low"	NA	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
60	NA	NA	NA	NA	NA	NA	NA	NA	"Kebeur el Djahel"	"Toponym"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
61	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.61"	"Alternative Reference"	"Archaeological Site"	"General Description"	"Ammi Moussa. Il y avait des ruines en ce lieu (conf. Marchand, l. c. : Kherba). Inscription de l'année 339 après J.-C., indiquant la construction d'une demeure fortifiée, par M. Aurelius Vasefan, v(ir) p(erfectissimus), sans doute un indigène romanisé : C. I. L., 9725=21531. Autre épitaphe d'un indigène : C. I. L., 21532 (l'indication topographique de Piesse, reproduite au Corpus, est sans valeur : elle parait avoir été copiée dans la Rev. africaine, VIII, 1864, p. 153). — Marchand (l. c.) indique des ruines romaines à Tella Bida, au sommet d'un pic, à environ 2 kil. S.-E. d'Ammi Moussa, sur la rive droite de l'oued Riou."	NA	NA	NA	NA	NA	"POINT(1.11101739811062 35.8642049822858)"	"Center Point"	"Negligible"	"Negligible"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"Negligible"	NA	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Unknown"	"Unknown"	"Unknown"	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	"Unknown"	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
61	NA	NA	NA	NA	NA	NA	NA	NA	"Ammi Moussa"	"Toponym"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
62	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.62"	"Alternative Reference"	"Archaeological Site"	"General Description"	"Si Hamza. Ruines romaines, sur un contrefort dominant la rive droite de l'oued et Tleta. Marchand, l. c."	NA	NA	NA	NA	NA	"POINT(1.14416220512155 35.8879065313288)"	"Center Point"	"Medium"	"Medium"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"Medium"	NA	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
62	NA	NA	NA	NA	NA	NA	NA	NA	"Si Hamza"	"Toponym"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
63	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.63"	"Alternative Reference"	"Archaeological Site"	"General Description"	"Ksar el Kaoua. Château du Bas-Empire, entouré d'une enceinte polygonale; au-dessus de la porte, inscription chrétienne (C. I. L., 21533), désignant sans doute le propriétaire : « Spes in Deo Ferini! Amen! ». De Caussade, Mémoires de la société archéologique de l'Orléanais, I, 1851, p. 257; La Blanchère, Archives des Missions, 3° série, X, p. 116-118; Demaeght, Bull. d'Oran, 1887, p. 276-7; Marchand, ibid., 1895, p. 209, 218-220; Gsell, Monuments antiques de l'Algérie, 1, p. 102-6 et pl. XV. — Marchand (l. c., p. 209-210; conf. Caussade, 1. c.) indique aux alentours quatre petites ruines, qu'il qualifie de postes."	"Defensive/Fortification"	"Medium"	NA	NA	NA	"POINT(1.20027592934328 35.9190682548089)"	"Center Point"	"High"	"High"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"High"	NA	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Structure"	"Medium"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
63	NA	NA	NA	NA	NA	NA	NA	NA	"Ksar el Kaoua."	"Toponym"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
64	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.64"	"Alternative Reference"	"Archaeological Site"	"General Description"	"Kherbet Si Ahmed Lechhab. Ces ruines, qui ont servi de carrière aux entrepreneurs de la route d'Orléansville à Ammi Moussa, ont presque entièrement disparu. Marchand (l. c., p. 210) y signale une construction en béton, de 30 mètres sur 19, avec un escalier et des chambres intérieures. Il indique quelques petites ruines aux environs, dans la direction du N. (conf. no suivant)."	NA	NA	NA	NA	NA	"POINT(1.19949106967715 35.9273569186447)"	"Center Point"	"Low"	"Low"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"Low"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
64	NA	NA	NA	NA	NA	NA	NA	NA	"Kherbet Si Ahmed Lechhab"	"Toponym"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
65	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.65"	"Alternative Reference"	"Archaeological Site"	"General Description"	"Ruines romaines. (quelques pierres de taille), à Aïn bou Delal; autres, à 400 mètres au S.-E., à 1.000 mètres au S. (près d'Aïn el Guetifa), à 800 mètres E. un peu N. Notice de M. de Francheville et carte au 50.000e."	NA	NA	NA	NA	NA	"POINT(1.20094756563963 35.9426386053901)"	"Center Point"	"Negligible"	"Negligible"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"Negligible"	NA	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
66	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.66"	"Alternative Reference"	"Archaeological Site"	"General Description"	"Quelques pierres de taille, au N.-O. d'Aïn bou Djera. Francheville (conf. Marchand, l. c., p. 210)."	NA	NA	NA	NA	NA	"POINT(1.23170028067209 35.9559571848116)"	"Center Point"	"Negligible"	"Negligible"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"Negligible"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Unknown"	"Unknown"	"Unknown"	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	"Unknown"	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
67	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.67"	"Alternative Reference"	"Archaeological Site"	"General Description"	"Kherba bou Zoula, à 1.200 mètres S.-O. de la koubba de Si Abd el Kader ben Guercha. Ruines d'un château, analogue à celui de Kaoua et mesurant 36 mètres sur 27 : la porte en plein cintre existe encore. Marchand, p. 210 ; Francheville. – Petites ruines aux alentours : Marchand, l. c. ; Francheville ; carte au 50.000e."	"Defensive/Fortification"	"Medium"	NA	NA	NA	"POINT(1.26929278360027 35.9392773412728)"	"Center Point"	"Low"	"Low"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"Low"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Structure"	"Medium"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
67	NA	NA	NA	NA	NA	NA	NA	NA	"Kherba bou Zoula"	"Toponym"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
68	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.68"	"Alternative Reference"	"Archaeological Site"	"General Description"	"Ksar Jorane (mausolée). Pyramide quadrangulaire, en pierres de taille, de 5-6 mètres de base et de 4 mètres de hauteur. A 500 mètres au S., ruines d'une construction couvrant une superficie d'un are et s'élevant aujourd'hui à 2 mètres de hauteur. Francheville."	"Funerary/Memorial"	"Medium"	NA	NA	NA	"POINT(1.2348921171245 35.9258874950661)"	"Center Point"	"Negligible"	"Negligible"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"Negligible"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Structure"	"Medium"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Unknown"	"Unknown"	"Unknown"	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	"Unknown"	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
68	NA	NA	NA	NA	NA	NA	NA	NA	"Ksar Jorane"	"Toponym"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
69	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.69"	"Alternative Reference"	"Archaeological Site"	"General Description"	"Ksar Kbaba. Ruines d'un château, analogue à celui de Kaoua et dont les murs, en pierres de taille, s'élèvent encore à 4m50 sur la face N. Il mesure 33 mètres de côté (sic Marchand ; 20 mètres, selon Francheville) et présente un bastion carré au milieu de chaque face. Marchand, p. 210; Derrien, Bull. d'Oran, 1895, p. 281 et fig. à la p. 292 ; Francheville. — Ruines romaines aux alentours : Marchand, p. 211; Derrien, p. 281-2; Francheville."	"Defensive/Fortification"	"Medium"	NA	NA	NA	"POINT(1.25186048188612 35.9183838115577)"	"Center Point"	"High"	"High"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"High"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Structure"	"Medium"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
69	NA	NA	NA	NA	NA	NA	NA	NA	"Ksar Kbaba"	"Toponym"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
70	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.70"	"Alternative Reference"	"Archaeological Site"	"General Description"	"Temzida, à 1.500 mètres S.-E. de Ksar Kbaba. Marabout installé entre deux murailles romaines. Aux abords, énormes pierres de taille. Derrien, p. 282; Francheville. — A 1.000 mètres à l'E. [leg. S.-E.], près du ravin d'Aïn Raha, ruines d'un moulin, avec traces d'une conduite romaine : Derrien, l. c. – Derrien (l. c.) signale encore de grosses pierres taillées à Ksar el Amra, à 3.000 mètres E. de Temzida [sur la rive droite de l'oued el Ardjem]."	NA	NA	NA	NA	NA	"POINT(1.25736718717704 35.9095854429362)"	"Center Point"	"Low"	"Low"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"Low"	NA	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
70	NA	NA	NA	NA	NA	NA	NA	NA	"Temzida"	"Toponym"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
71	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.71"	"Alternative Reference"	"Archaeological Site"	"General Description"	"Ksar el Ghaba. Ruines d'un grand mausolée octogonal, qui était richement orné de sculptures à relief plat (basse époque). De Caussade, l. c., p. 257; La Blanchère, l. c., p. 120, n° 44 ; Marchand, l. c., p. 211; Gsell, Mon, antiques, II, p. 417-8, note."	NA	NA	NA	NA	NA	"POINT(1.24471545824803 35.903789883006)"	"Center Point"	"Low"	"Low"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"Low"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
71	NA	NA	NA	NA	NA	NA	NA	NA	"Ksar el Ghaba"	"Toponym"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
72	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.72"	"Alternative Reference"	"Archaeological Site"	"General Description"	"Sedadja, sur un contrefort, au N. du kef el Zeboudj. Ruines d'un château, de 30 mètres sur 20, analogue à celui de Kaoua ; ce château et ceux des nos 67 et 69 sont visibles de Kaoua. Plusieurs ruines aux abords ; dans l'une d'elles, à l'O., au pied du contrefort, on distingue une cour, plusieurs petites pièces et probablement deux puits comblés. Marchand, p. 211."	"Defensive/Fortification"	"Medium"	NA	NA	NA	"POINT(1.25116871465156 35.8965271170799)"	"Center Point"	"Low"	"Low"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"Low"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Structure"	"Medium"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
72	NA	NA	NA	NA	NA	NA	NA	NA	"Sedadja"	"Toponym"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
73	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.73"	"Alternative Reference"	"Archaeological Site"	"General Description"	"Bou Araoua, à environ 900 mètres au S.-S.-E. d'Aïn Chegga. Quatre petites constructions carrées, dont trois sont disposées en triangle, à 30 mètres les unes des autres : ce sont probablement des mausolées, et non des postes, comme le croit Marchand (l. c., p. 212); conf. Caussade, l. c."	"Funerary/Memorial"	"Medium"	NA	NA	NA	"POINT(1.26344792672784 35.8863000111551)"	"Center Point"	"Negligible"	"Negligible"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"Negligible"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Structure"	"Medium"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Unknown"	"Unknown"	"Unknown"	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	"Unknown"	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
73	NA	NA	NA	NA	NA	NA	NA	NA	"Bou Araoua"	"Toponym"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
