period,label,spatial_coverage,start,stop,authority,source,publication_year,broader_periods,narrower_periods
http://n2t.net/ark:/99152/p0nxc78rw22,Late Iron Age,Austria,-0449,-0014,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78bfrw,Frög 1,Carinthia (Austria) | Austria,-0849,-0799,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc789drf,Frög 2,Carinthia (Austria) | Austria,-0799,-0719,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc786bpn,Frög 3,Carinthia (Austria) | Austria,-0749,-0669,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78fqsx,Frög 4,Carinthia (Austria) | Austria,-0699,-0599,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc784fb2,Frög 5,Carinthia (Austria) | Austria,-0609,-0539,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc7835db,Führholz,Carinthia (Austria) | Austria,-0549,-0499,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78vcx7,Younger Hallstatt culture/period (Ha D3),Carinthia (Austria) | Austria,-0499,-0449,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78zdk6,Urnfield culture/period,Croatia,-1299,-0799,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc7892dv,Hallstatt culture/period,Croatia,-0799,-0449,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc787xqk,Younger Urnfield culture/period (Ha B1-B3),Drava River Valley (Croatia) | Croatia,-1099,-0799,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78tv8z,Older Hallstatt culture (Ha C2),Drava River Valley (Croatia) | Croatia,-0649,-0549,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc783pd7,Early Urnfield culture/period (Bz D),Drava River Valley/Upper Sava River Valley (Croatia) | Croatia,-1299,-1199,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc789442,Older Urnfield culture/period (Ha A1),Drava River Valley/Upper Sava River Valley (Croatia) | Croatia,-1199,-1099,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78pm2h,Middle Urnfield culture/period (Ha A2),Drava River Valley/Upper Sava River Valley (Croatia) | Croatia,-1099,-1049,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc789x7v,Older Hallstatt culture/period (Ha C1),Drava and Mura River Valley (Croatia) | Croatia,-0749,-0649,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78vcrq,Younger Hallstatt culture/period (Ha D1),Drava and Mura River Valley (Croatia) | Croatia,-0649,-0549,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc787jqq,Younger Hallstatt culture/period (Ha D2),Drava and Mura River Valley (Croatia) | Croatia,-0499,-0449,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc7864vk,Early Hallstatt culture/period (Ha C0),Eastern Croatia (Middle Danube River Valley) | Croatia,-0799,-0719,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78p7np,Older Hallstatt culture/period (Ha C1),Eastern Croatia (Middle Danube River Valley) | Croatia,-0719,-0649,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78qt3k,Older Hallstatt culture (Ha C2),Eastern Croatia (Middle Danube River Valley) | Croatia,-0649,-0549,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc786fqq,Younger Hallstatt culture/period (Ha D1),Eastern Croatia (Middle Danube River Valley) | Croatia,-0649,-0549,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78cp4m,Younger Hallstatt culture/period (Ha D2),Eastern Croatia (Middle Danube River Valley) | Croatia,-0549,-0449,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78jr75,Early Urnfield culture/period (Bz D),Eastern Croatia | Croatia,-1299,-1199,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78rxh5,Older Urnfield culture/period (Ha A1),Eastern Croatia | Croatia,-1199,-1099,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78nq3c,Younger Urnfield culture/period (Ha B1-B3),Eastern Croatia | Croatia,-1099,-0877,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78kb4c,Younger Urnfield culture/period (Ha B1-B3),Eastern Croatia | Croatia,-0877,-0799,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc783xkh,Urnfield culture/period,Hungary,-1349,-0799,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78fxgt,Hallstatt culture/period,Hungary,-0799,-0499,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78dxpd,Younger Urnfield culture/period (Ha B1-B3),Kupa River Valley (Croatia) | Croatia,-1099,-0799,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78pcdn,Certosa fibula-horizon,Lower Carniola (Slovenia) | Slovenia,-0519,-0459,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc783zsj,Negova helmet horizon,Lower Carniola (Slovenia) | Slovenia,-0459,-0319,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78r8z3,Early Urnfield culture/period (Bz D),Middle Sava River Valley (Croatia) | Croatia,-1299,-1199,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78wqst,Older Urnfield culture/period (Ha A1) ,Middle Sava River Valley (Croatia) | Croatia,-1199,-1099,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78vqtw,Middle Urnfield culture/period (Ha A2) ,Middle Sava River Valley (Croatia) | Croatia,-1099,-1049,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78f25p,Early Urnfield culture/period (Bz D),Požega Valley (Croatia) | Croatia,-1299,-1199,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc785zf2,Older Urnfield culture/period (Ha A1),Požega Valley (Croatia) | Croatia,-1199,-1099,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78xktb,Older Hallstatt culture (Ha C2),Požega Valley (Croatia) | Croatia,-0649,-0549,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78vcf3,Younger Hallstatt culture/period (Ha D1),Požega Valley (Croatia) | Croatia,-0649,-0549,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc788pbq,Younger Hallstatt culture/period (Ha D2),Požega Valley (Croatia) | Croatia,-0499,-0449,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc784qp3,Lusitanian culture (Bz D),SW-Slovakia | Slovakia,-1299,-1199,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78k7zp,Lusitanian culture (Ha A1),SW-Slovakia | Slovakia,-1199,-1099,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78cqv4,Lusitanian culture (Ha A2),SW-Slovakia | Slovakia,-1099,-1049,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78vqh8,Lusitanian culture (Ha B1),SW-Slovakia | Slovakia,-1049,-0949,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78mq7b,Lusitanian culture (Ha B2/3),SW-Slovakia | Slovakia,-0949,-0769,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc787pd4,Kalenderberg phase Ia-Ib,SW-Slovakia | Slovakia,-0799,-0699,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78qcxb,Kalenderberg phase IIa,SW-Slovakia | Slovakia,-0699,-0599,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78stnr,Kalenderberg phase IIb,SW-Slovakia | Slovakia,-0619,-0549,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc787bc7,Kalenderberg phase III,SW-Slovakia | Slovakia,-0549,-0449,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78w4sf,Urnfield culture/period,Slovakia,-1299,-0799,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78pkgs,Hallstatt culture/period,Slovakia,-0799,-0449,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78zwxr,Early Urnfield culture/period (Bz D),Slovenia,-1299,-1199,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78rpc5,Urnfield culture/period,Slovenia,-1299,-0799,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78stt8,Older Urnfield culture/period (Ha A1),Slovenia,-1199,-1099,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78m6p9,Middle Urnfield culture/period (Ha A2),Slovenia,-1099,-1049,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc784zsr,Younger Urnfield culture/period (Ha B1),Slovenia,-1049,-0949,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc788xbj,Late Urnfield culture/period (Ha B2/3),Slovenia,-0949,-0799,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78f6rr,Hallstatt culture/period,Slovenia,-0799,-0319,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78fbf5,Podzemelj 1-2,Slovenia,-0799,-0699,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78n27m,Stična 1,Slovenia,-0699,-0649,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78hkpg,Stična 2,Slovenia,-0649,-0579,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78cfkn,Serpentine fibula-horizon,Slovenia,-0579,-0549,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc788944,Certosa fibula-horizon,Slovenia,-0549,-0449,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78j2tz,Negova helmet horizon,Slovenia,-0449,-0299,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78qxfb,Early Urnfield culture/period (Bz D),Styria (Austria) | Austria,-1299,-1199,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78dt3k,Older Urnfield culture/period (Ha A1),Styria (Austria) | Austria,-1199,-1099,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc787tff,Middle Urnfield culture/period (Ha A2),Styria (Austria) | Austria,-1099,-1049,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78mtvf,Younger Urnfield culture/period (Ha B1),Styria (Austria) | Austria,-1049,-0949,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78kh3c,Late Urnfield culture/period (Ha B2/3),Styria (Austria) | Austria,-0949,-0799,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78pm89,Podzemelj 1-2,Styria (Austria) | Austria,-0799,-0719,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78tp8p,Stična 1,Styria (Austria) | Austria,-0719,-0669,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78kfpv,Stična 2,Styria (Austria) | Austria,-0669,-0599,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78635d,Serpentine fibula-horizon,Styria (Austria) | Austria,-0599,-0539,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc7864dq,Certosa fibula-horizon,Styria (Austria) | Austria,-0539,-0499,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78fv78,Younger Hallstatt culture/period (Ha D3),Styria (Austria) | Austria,-0499,-0449,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78cjqm,Early Urnfield culture/period (Bz D),"Styria, Lower Carniola (Slovenia) | Slovenia",-1299,-1199,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78spt7,Older Urnfield culture/period (Ha A1),"Styria, Lower Carniola (Slovenia) | Slovenia",-1199,-1099,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc7858ft,Middle Urnfield culture/period (Ha A2),"Styria, Lower Carniola (Slovenia) | Slovenia",-1099,-1049,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78645n,Younger Urnfield culture/period (Ha B1),"Styria, Lower Carniola (Slovenia) | Slovenia",-1049,-0949,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78v9kq,Late Urnfield culture/period (Ha B2/3),"Styria, Lower Carniola (Slovenia) | Slovenia",-0949,-0799,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc786mgx,Podzemelj 1-2,"Styria, Lower Carniola (Slovenia) | Slovenia",-0799,-0719,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc7823fv,Stična 1,"Styria, Lower Carniola (Slovenia) | Slovenia",-0719,-0669,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78cvwf,Stična 2,"Styria, Lower Carniola (Slovenia) | Slovenia",-0669,-0599,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78gtb4,Serpentine fibula-horizon,"Styria, Lower Carniola (Slovenia) | Slovenia",-0599,-0519,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78gvpb,Early Urnfield culture/period (Bz D),Transdanubia (Hungary) | Hungary,-1349,-1199,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78pgkw,Older Urnfield culture/period (Ha A1),Transdanubia (Hungary) | Hungary,-1199,-1099,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78qjv2,Middle Urnfield culture/period (Ha A2),Transdanubia (Hungary) | Hungary,-1149,-1049,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78sjk4,Younger Urnfield culture/period (Ha B1),Transdanubia (Hungary) | Hungary,-1049,-0999,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
http://n2t.net/ark:/99152/p0nxc78twc5,Late Urnfield culture/period (Ha B2/3),Transdanubia (Hungary) | Hungary,-0999,-0799,http://n2t.net/ark:/99152/p0nxc78,"Interreg Iron-Age-Danube | University of Vienna, Institute of Prehistoric and Historical Archaeology | Partners of the Interreg Iron-Age-Danube Project",2019,,
