Geometric Place Expression,Assessment Activity Date,Disturbance Date Occurred Before,Disturbance Date Occurred On ,Recommendation Type,EAMENA ID,Datum Type,Threat Probability ,Cultural Period Certainty,Site Feature Arrangement Type,Site Feature Number Type,Heritage Place Resource Instance,Assessment Investigator - Actor,GE Imagery Acquisition Date,Disturbance Date From,Disturbance Date To ,Imagery Acquisition Date,Designation To Date,Disturbance Date Occurred On ,Disturbance Date From,Disturbance Date To ,Land Cover Assessment Date,Maximum Depth/Min Elevation,Tidal Range,Detailed Condition Assessments,Threat Cause Type,Depositional Process,Spatial Coordinates Ref System,Disturbance Cause Assignment Assessor Name - Actor,Overall Site Morphology Type,Overall Site Shape Type,Archaeological From Date,Overall Condition State Type,Assessment Activity Type,Disturbance Cause Certainty ,SH Date to,Measurement Source Type ,Disturbance Cause Category Type,Site Feature Interpretation Number Type,Investigator Role Type,Archaeological To Date,Cultural Period Type,Heritage Place Function,Effect Type,Geometry Qualifier,Cultural Sub-period Certainty,Heritage Place Function Certainty ,Datum Description/EPSG code,Address,Address Type,Administrative Division ,Administrative Division Type,Construction Technique,Material Type,Material Class,Measurement Unit,Measurement Number,Site Feature Interpretation Type,Site Feature Form Type Certainty,Site Feature Shape Type,Country Type,Information Resource,Site Feature Interpretation Certainty,Site Feature Form Type,Google Earth Assessment,Effect Certainty,Minimum Depth/Max Elevation,Wave Climate,Heritage Place Type,Land Cover Type,General Description,Geometry Extent Certainty,SH Date From,Related Geoarchaeology/Palaeolandscape,Dimension Type,Date Inference Making Actor Name,Threat Inference Making Assessor Name - Actor,Built Component,Location Certainty,Disturbance Cause Type ,Overall Archaeological Certainty Value ,Grid ID,Cultural Sub-period Type,Threat Category,Fetch Type,Bedrock Geology Type,Surficial Geology Type,Priority Type,Information Resource Acquisition Date,Designation,Resource Name,Topography Type,Damage Extent Type,AH Date To,Designation From Date,General Description Type,Name Type,Resource Orientation,Cadastral Reference,Disturbance Date Occurred Before,Intervention Activity Type,BP Date To,AH Date From,BP Date From,Restricted Access Record Designation,resourceid
"GEOMETRYCOLLECTION (POLYGON ((34.997607 29.530905, 34.997258 29.530685, 34.997385 29.530058, 34.998151 29.529588, 34.998623 29.529956, 34.9982 29.530443, 34.997607 29.530905)))","2017-09-01, 2018-04-10",2018-04-10,None,Renewal of Protective Coating,"EAMENA-0179827, EAMENA-0184445",Biological Mean Sea Level,"Planned, Possible, Possible","Definite, Probable","Dispersed, Dispersed","11 to 20, 11 to 20",,"Maher Alamreen, Maher Alamreen",,None,None,,2017-10-01,None,None,None,2017-09-13,10,Mesotidal (2-4m),,"Clearance (Bulldozing/Levelling), Coastal Erosion/Retreat, Seismic Activity",,,None,"Negative/Cut/Dug Feature, Negative/Cut/Dug Feature",Polygonal,650 AD,Poor,"Archaeological Assessment/Ground Survey, Archaeological Assessment/Ground Survey",High,None,Field Survey/Excavation,"Natural, Building and Development, Trade/Commercial Use","1, 2 to 5","Government Authority/Staff, Government Authority/Staff",1150 AD,"Islamic (Levant/Arabia), Islamic (Levant/Arabia)",Trade/Commercial,"Earth Displacement, Collapse/Structural Damage, Artefact Displacement",,"Definite, Probable",High,None,Jordan - Aqaba city ,Primary,Jordan - Aqaba city ,Governorate,Cob/Wet Applied Mud,Rubble Stone,Clay,kilometres (km),4,"Maritime Transport Container, Anchorage","High, ","Rectangular/Square, Rectangular/Square",Jordan,,"High, High","Multi-Component, ","None, None","High, High, High",10,Swell,Archaeological Site,Open Water,"<p>it&#39;s an old islamic port ( Umayyad and Abbasid period )</p>
, a436192d-fe66-44b9-b60f-f96396f2a926, CPF Jordan Training",High,None,,Area,"None, None","Maher Alamreen, Maher Alamreen",,High,Water Action,"Definite, Definite",E35N29-31,"Islamic, Early (Umayyad/Abbasid/Fatimid) (Levant/Arabia), Islamic, Early (Umayyad/Abbasid/Fatimid) (Levant/Arabia)","Building and Development, Natural, Natural",Protected (<10km),,,Within 1 to 2 years (High),,Managed Site,Ayla Port,"Beach, Coastal Cliff, Beach, Ocean/Sea Shore",31-60%,None,2017-09-01,"General Description, Old ArchesID, Comments",Designation,,None,2018-04-10,Preventative and Mitigation Activities,None,None,None,,8477bd2a-38d3-11eb-9c61-02e7594ce0a0
"GEOMETRYCOLLECTION (POLYGON ((35.001711 29.52175, 35.001733 29.521573, 35.001223 29.521461, 35.00118 29.521634, 35.001711 29.52175)))",2018-04-10,2020-11-20,2015-02-11,Archaeological/Heritage Activity,"EAMENA-0179828, EAMENA-0186082",,Possible,Definite,,,,Maher Alamreen,,2015-02-11,2020-11-20,,None,2015-02-11,2015-02-11,2020-11-20,,,,,Water and/or Wind Action,,None,Maher Alamreen,Positive/Built Feature,Rectangular/Square,1916 ad,Good,Archaeological Assessment/Ground Survey,Medium,None,,"Building and Development, Management and Institutional Factors",1,Government Authority/Staff,2020,Contemporary Islamic (MENA),"Status/Display/Monumental, Domestic",Water Damage,Buffer Polygon,Definite,"Definite, Definite",,,,,,Cob/Wet Applied Mud,Stone (Roughly Cut),Clay,,,Government/Administrative Building,High,,Jordan,,High,Multi-Component,None,High,,,Archaeological Site,,"88978483-44b2-472c-8f23-fba0dea7668e, CPF Jordan Training, None",Definite,None,,,None,None,,Definite,Water and/or Wind Action,"Definite, Definite",E35N29-31,First World War (MENA),Natural,,,,Within 6 months to 1 year (Urgent),,Managed Site,Alshuref hussen house,Ocean/Sea Shore,1-10%,None,1990-01-01,"Old ArchesID, Comments, Primary",Designation,,None,2020-11-20,"Conservation, Restoration, and Maintenance Activities",2020,None,1916,,a1321cb2-38d3-11eb-9c61-02e7594ce0a0
"GEOMETRYCOLLECTION (POLYGON ((35.002478 29.521668, 35.002486 29.521754, 35.002421 29.521841, 35.001775 29.521833, 35.001735 29.521212, 35.002435 29.521186, 35.002478 29.521668)))","2018-04-10, 2018-04-10","2018-04-10, None, None, None, None","None, None, None, None, None","Development of Conservation and Management Plan, Conservation Activity","EAMENA-0185697, EAMENA-0179829",,"Possible, Possible",Definite,,,,"Maher Alamreen, Maher Alamreen",,"None, None, None, None, None","None, None, None, None, None",,,"None, None, None, None, None","None, None, None, None, None","None, None, None, None, None",,,,,"Temperature/Humidity Change, Clearance (Unclassified)",,,"None, None, None, None, None",Positive/Built Feature,Rectangular/Square,,Good,"Archaeological Assessment/Ground Survey, Condition Assessment (Image Interpretation)","Definite, High, High, High, High",,,"Natural, ",,"Government Authority/Staff, Government Authority/Staff",,Islamic (Levant/Arabia),"Defensive/Fortification, Domestic","Collapse/Structural Damage, Water Damage, Erosion/Deterioration, Earth Displacement",,Definite,"Definite, Definite",,Aqaba Governate ,Primary,Aqaba governate ,Governorate,,,,,,,,,Jordan,,,,"None, None","Definite, Definite, High, Definite",,,Archaeological Site,,"587bba55-cdf2-423e-bcd4-bc9bf9978fd2, CPF Jordan Training",Definite,,,,None,None,,Definite,"Temperature/Humidity Change, Lack of Maintenance/Management/Legal Measures and Activities, Water Action, Coastal Erosion/Retreat, Temperature/Humidity Change",Definite,E35N29-31,"Islamic, Early (Umayyad/Abbasid/Fatimid) (Levant/Arabia)","Natural, Building and Development",,,,Within 1 to 2 years (High),,,Aqaba castel,Ocean/Sea Shore,1-10%,,,"Old ArchesID, Comments",Designation,,None,"2018-04-10, None, None, None, None","Conservation, Restoration, and Maintenance Activities, Preventative and Mitigation Activities",,,,,bb5d94cc-38d3-11eb-9c61-02e7594ce0a0
"GEOMETRYCOLLECTION (POLYGON ((37.305964 31.990833, 37.306037 31.990821, 37.306209 31.990868, 37.306447 31.991055, 37.306469 31.991345, 37.306301 31.991623, 37.306235 31.991727, 37.306151 31.991785, 37.306067 31.991805, 37.305966 31.991785, 37.305829 31.991663, 37.305752 31.991541, 37.305677 31.991341, 37.305627 31.991199, 37.305836 31.99087, 37.305911 31.990806, 37.305964 31.990833)))","2018-10-27, 2018-10-27","2018-10-15, 2018-10-15","None, None",,EAMENA-0185195,,"Probable, Probable",Not Applicable,Overlapping,1,,"Aysar Rdaideh, Aysar Rdaideh",,"None, None","None, None",,,"None, None","None, None","None, None",,,,,"Grazing/Animal Movement, Water Action",,,"None, None",Positive/Built Feature,Irregular,,Poor,"Condition Assessment (Image Interpretation), Archaeological Assessment (Image Interpretation)","High, High",,,"Agricultural/Pastoral, Natural",1,"Government Authority/Staff, Government Authority/Staff",,Unknown,Agricultural/Pastoral,"Collapse/Structural Damage, Artefact Displacement, Collapse/Structural Damage, Artefact Displacement, Structural Alteration",,,High,,,,,,,,,,,Enclosure,High,Irregular,Jordan,,High,Rubble Spread/Architectural Fragments,"None, None","High, High, High, High, High",,,Archaeological Site,,"1b8a74c9-a4a7-4901-a6d8-267f63063055, CPF Jordan Training",High,,,,None,,,High,"Grazing/Animal Movement, Water Action",High,E37N31-34,,"Agricultural/Pastoral, Natural",,,,,,,ENCLOSURE,Plain/Plateau,61-90%,,,"Old ArchesID, Comments",Toponym,,None,"2018-10-15, 2018-10-15",,,,,,01e2715a-b40f-4eb0-8802-547f6a17fa59
"GEOMETRYCOLLECTION (POLYGON ((35.908046 31.58958, 35.907908 31.58947, 35.907694 31.589327, 35.907471 31.588991, 35.907282 31.58875, 35.907158 31.588432, 35.907067 31.588084, 35.907157 31.587902, 35.907273 31.587853, 35.907454 31.587799, 35.907733 31.587823, 35.907934 31.587788, 35.908209 31.58796, 35.908445 31.5883, 35.908629 31.588549, 35.908775 31.588779, 35.908844 31.588987, 35.908805 31.58913, 35.908659 31.589324, 35.908441 31.589455, 35.908144 31.589532, 35.908046 31.58958)))",2018-09-26,,,,EAMENA-0185198,,,Possible,"Adjoining, Adjoining","1, 2 to 5",,Abdullah Al Bawareed,,,,,,,,,,,,,,,,,Positive/Built Feature,Curvilinear,,,Archaeological Assessment (Image Interpretation),,,,,"2 to 5, 1",Government Authority/Staff,,Iron Age (Levant/Mesopotamia),Defensive/Fortification,,,Possible,Medium,,,,,,,,,,,"Building, Gateway/Arch/Intersection","Medium, Definite","Semi-circular, Curvilinear",Jordan,,"Definite, High","Structure, Large Mound",None,,,,Archaeological Site,,"1bca93e0-1f06-4a4e-8731-f3f5fd7c6091, CPF Jordan Training",Medium,,,,None,,,Definite,,Medium,E35N31-42,Iron Age 2 (Southern Levant),,,,,,,,"Khirbat al-Mudayna, Wadi ath-Thamad",Summit,,,,"Old ArchesID, Comments","Toponym, Toponym",,None,,,,,,,0fad988f-d313-4959-bf82-59eaf1382b00
"GEOMETRYCOLLECTION (POLYGON ((35.775228 31.821821, 35.775072 31.821818, 35.77508 31.821672, 35.7752 31.821648, 35.7752 31.82169, 35.775256 31.821714, 35.775228 31.821821)))","2018-06-20, 2018-06-20",None,None,,EAMENA-0185196,,Possible,"Possible, Possible, Definite, Possible",Unknown,2 to 5,,"Mariam Ibrahim, Mariam Ibrahim",,2004-12-31,2017-05-30,,,None,2004-12-31,2017-05-30,,,,,Occupation/Continued Use,,,None,Surface Feature,Polygonal,,Destroyed,"Condition Assessment (Image Interpretation), Archaeological Assessment (Image Interpretation)",High,,,Building and Development,2 to 5,"Government Authority/Staff, Government Authority/Staff",,"Bronze Age (Levant), Contemporary Islamic (MENA), Iron Age (Levant/Mesopotamia), Classical/Pre-Islamic (Levant/Mesopotamia/Iran/Northern Arabia)",Unknown,Loss/Removal of Archaeological Material,,"Possible, Possible, Definite, Possible",High,,,,,,,,,,,Sub-surface Material,High,Polygonal,Jordan,,Definite,Cleared Area,"None, None",High,,,Archaeological Site,,"1b91e4fd-e879-42ed-be15-3696cb8cd695, CPF Jordan Training",High,,,,"None, None, None, None",,,Definite,Occupation/Continued Use,Medium,E35 N31-44,"Early Bronze Age (Southern Levant), Contemporary Islamic, Modern (MENA), Iron Age 3 (Southern Levant), Byzantine (Levant/Mesopotamia)",Domestic Use,,,,,,,ABU DEBE/HESBAN REGION SURV. SITE 61,Plain/Plateau,91-100%,,,"Old ArchesID, Comments",Toponym,,None,None,,,,,,04d0ee9f-d1ec-438e-8133-e328d69171fc
"GEOMETRYCOLLECTION (POLYGON ((37.224173 31.992853, 37.224248 31.992565, 37.224282 31.99248, 37.224298 31.992424, 37.224307 31.992396, 37.224307 31.992375, 37.224307 31.992283, 37.224324 31.992192, 37.224332 31.992143, 37.224341 31.9921, 37.224349 31.992058, 37.224349 31.99203, 37.224349 31.991995, 37.224341 31.991833, 37.224341 31.991805, 37.22435 31.991756, 37.224358 31.991706, 37.224367 31.991657, 37.224375 31.991601, 37.224375 31.991573, 37.224375 31.991545, 37.224375 31.991509, 37.224376 31.991319, 37.224384 31.99127, 37.224393 31.991235, 37.224393 31.9912, 37.224401 31.99115, 37.224401 31.991108, 37.22441 31.990932, 37.224419 31.990883, 37.224427 31.990827, 37.224427 31.990806, 37.224427 31.99077, 37.224461 31.990644, 37.224469 31.990595, 37.224494 31.990524, 37.224544 31.99044, 37.224561 31.990419, 37.224586 31.990377, 37.224611 31.990341, 37.224686 31.990285, 37.224736 31.990264, 37.224943 31.990258, 37.224968 31.990286, 37.224975 31.990701, 37.224983 31.990743, 37.224657 31.991587, 37.224657 31.991622, 37.224666 31.991665, 37.224522 31.992727, 37.224521 31.992784, 37.224521 31.992805, 37.224173 31.992853)))","2018-11-11, 2018-11-11",2018-11-11,None,,EAMENA-0185197,,Probable,Not Applicable,Multiple,2 to 5,,"Samar Habahbeh, Samar Habahbeh",,None,None,,,None,None,None,,,,,Clearance (Unclassified),,,None,Positive/Built Feature,Irregular,,Good,"Archaeological Assessment (Image Interpretation), Condition Assessment (Image Interpretation)",Medium,,,Natural,2 to 5,"Government Authority/Staff, Government Authority/Staff",,Unknown,"Domestic, Hunting/Fishing","Covered, Loss/Removal of Archaeological Material",,,"Low, Low",,,,,,,,,,,Enclosure,Medium,Irregular,Jordan,,Medium,Bank/Wall,"None, None","Medium, Medium",,,Archaeological Site,,"1bbb56ae-c57c-46b2-98c5-eb583de68d60, CPF Jordan Training",Medium,,,,None,,,,Clearance (Unclassified),Medium,E37N31-33,,Natural,,,,,,,,Plain/Plateau,1-10%,,,"Old ArchesID, Comments",,,None,2018-11-11,,,,,,eed6bdea-ec9a-4657-968b-85f6c81ba709
"GEOMETRYCOLLECTION (POLYGON ((36.24164 32.46838, 36.241184 32.468601, 36.240567 32.468646, 36.240229 32.468723, 36.2401 32.468777, 36.239955 32.468705, 36.2398 32.468225, 36.239998 32.468094, 36.239907 32.467469, 36.240444 32.46732, 36.240798 32.467229, 36.241307 32.467397, 36.242015 32.467211, 36.242058 32.467193, 36.241887 32.466827, 36.2423 32.466727, 36.243116 32.466597, 36.243161 32.466744, 36.243179 32.466813, 36.242938 32.466971, 36.242874 32.467042, 36.242875 32.467456, 36.242827 32.467858, 36.243035 32.468279, 36.242655 32.468358, 36.242326 32.467873, 36.242112 32.467977, 36.242283 32.468411, 36.242101 32.468479, 36.241935 32.468208, 36.241779 32.468334, 36.24164 32.46838)))","2018-06-27, 2018-06-27",2017-03-08,None,,EAMENA-0185199,,Probable,"Probable, Probable, Probable, Probable, Probable, Probable, Probable","Dispersed, Dispersed","2 to 5, 2 to 5",,"Rudaina Almomani, Rudaina Almomani",,None,None,,,None,None,None,,,,,Construction,,,None,Positive/Built Feature,Polygonal,,Poor,"Condition Assessment (Image Interpretation), Archaeological Assessment (Image Interpretation)",High,,,Domestic Use,"2 to 5, 2 to 5","Government Authority/Staff, Government Authority/Staff",,"Classical/Pre-Islamic (Levant/Mesopotamia/Iran/Northern Arabia), Classical/Pre-Islamic (Levant/Mesopotamia/Iran/Northern Arabia), Islamic (Levant/Arabia), Islamic (Levant/Arabia), Contemporary Islamic (MENA), Islamic (Levant/Arabia), Iron Age (Levant/Mesopotamia)","Agricultural/Pastoral, Domestic, Religious",Structural Alteration,,"Probable, Probable, Probable, Probable, Probable, Probable, Probable","Medium, Medium, Medium",,,,,,,,,,,"Road/Track, Building/Enclosure","Medium, Medium","Rectangular/Square, Multiple",Jordan,,"Medium, Medium","Structure, Paved/Laid Surface","None, None",High,,,Archaeological Site,,"1beefa78-0bc6-4cc2-955a-e935b5263dbe, CPF Jordan Training",Medium,,,,"None, None, None, None, None, None, None",,,Medium,Pollution,Medium,E36N32-13,"Roman Imperial (Levant/Mesopotamia), Byzantine (Levant/Mesopotamia), Islamic, Early (Umayyad/Abbasid/Fatimid) (Levant/Arabia), Islamic, Late (Ottoman) (Levant/Arabia), Contemporary Islamic, Early 20th century (MENA), Islamic, Late (Mamluk/Rasulid) (Levant/Arabia), Iron Age (Northern Levant)",Public/Institutional Use,,,,,,,"Sama es-Sarhan, JADIS 2620.003, MEGA-Jordan 7570, سما السرحان",Plain/Plateau,31-60%,,,"Old ArchesID, Comments","Designation, Designation, Toponym, Toponym",,None,2017-03-08,,,,,,93ac1eaa-1d9d-48cb-9537-96c06f260ff5
"GEOMETRYCOLLECTION (POLYGON ((36.385598 31.930219, 36.385311 31.929592, 36.386004 31.929333, 36.386334 31.930096, 36.385598 31.930219)))","2018-12-25, 2018-12-25",2011-05-16,None,,EAMENA-0185200,,Possible,Not Applicable,Isolated,1,,"Mohamad Kharabsheh, Mohamad Kharabsheh",,None,None,,,None,None,None,,,,,Grazing/Animal Movement,,,None,Positive/Built Feature,Semi-circular,,Fair,"Condition Assessment (Image Interpretation), Archaeological Assessment (Image Interpretation)",Medium,,,Agricultural/Pastoral,1,"Government Authority/Staff, Government Authority/Staff",,Unknown,Unknown,Structural Alteration,,,Not Applicable,,,,,,,,,,,Unknown,Medium,Semi-circular,Jordan,,Medium,Structure,"None, None",Medium,,,Archaeological Site,,"1c4cce61-6fba-449f-aa1e-47326fcda9bb, CPF Jordan Training",Medium,,,,None,,,Medium,Grazing/Animal Movement,Medium,E36N31-24,,Agricultural/Pastoral,,,,,,,,Plain/Plateau,1-10%,,,"Old ArchesID, Comments",,,None,2011-05-16,,,,,,16b7a3a3-5978-4782-bde5-fa51f3dcbb85
GEOMETRYCOLLECTION (POINT (35.895667 32.018339)),"2018-05-27, 2018-05-27","None, None, None, None","None, None, 2012-10-12, None",,EAMENA-0185201,,"Possible, Possible","Definite, Definite, Definite",Unknown,11 to 20,,"Mariam Ibrahim, Mariam Ibrahim",,"2004-12-01, 2004-12-01, None, 2004-12-01","2017-12-01, 2017-12-01, None, 2017-12-01",,,"None, None, 2012-10-12, None","2004-12-01, 2004-12-01, None, 2004-12-01","2017-12-01, 2017-12-01, None, 2017-12-01",,,,,"Construction, Construction",,,"None, None, None, None",Surface Feature,Unknown,,Destroyed,"Archaeological Assessment (Image Interpretation), Condition Assessment (Image Interpretation)","Definite, Definite, Definite, Definite",,,"Building and Development, Building and Development, Archaeological, Building and Development","1, 2 to 5, 2 to 5, 2 to 5","Government Authority/Staff, Government Authority/Staff",,"Classical/Pre-Islamic (Levant/Mesopotamia/Iran/Northern Arabia), Iron Age (Levant/Mesopotamia), Classical/Pre-Islamic (Levant/Mesopotamia/Iran/Northern Arabia)",Agricultural/Pastoral,"Loss/Removal of Archaeological Material, Collapse/Structural Damage, Loss/Removal of Archaeological Material, Collapse/Structural Damage, Loss/Removal of Archaeological Material",,"Definite, Definite, Definite",Definite,,,,,,,,,,,"Production/Processing (Agricultural), Cistern, Settlement/Habitation Site, Sub-surface Material",High,Unknown,Jordan,,"High, Definite, High, Definite",Cleared Area,"None, None","Definite, Definite, High, Definite, Definite",,,Archaeological Site,,"002d8dc4-5d06-4fb5-8e37-85bcf51058c5, CPF Jordan Training",Medium,,,,"None, None, None",,,Definite,"Occupation/Continued Use, Road/Track, Excavation (Bulldozing/Machinery), Construction",High,E35 N32-22,"Post-Achaemenid/Hellenistic/Seleucid (Levant/Mesopotamia/Iran), Iron Age 2 (Southern Levant), Byzantine (Levant/Mesopotamia)","Building and Development, Archaeological",,,,,,,MUSLIM,Plain/Plateau,91-100%,,,"Old ArchesID, Comments",,,None,"None, None, None, None",,,,,,76dbde35-b403-49b6-b5cb-2f97e6a47dc7
"GEOMETRYCOLLECTION (POLYGON ((35.792777 31.733377, 35.79275 31.733418, 35.792632 31.733494, 35.792566 31.733465, 35.792546 31.733316, 35.792548 31.733147, 35.792718 31.733085, 35.792746 31.73315, 35.792777 31.733377)))",2018-06-20,,,,EAMENA-0185203,,,Not Applicable,,,,Mohammad Mubarak,,,,,,,,,,,,,,,,,Positive/Built Feature,Rectangular/Square,,,Archaeological Assessment (Image Interpretation),,,,,,Government Authority/Staff,,Unknown,Domestic,,,,High,,,,,,,,,,,,,,Jordan,,,,None,,,,Archaeological Site,,"1c63f2b6-60f3-4c88-a14d-ed10f0971d33, CPF Jordan Training",Medium,,,,None,,,Medium,,Medium,E35N31-42,,,,,,,,,DHAHRET KHAU,Summit,,,,"Old ArchesID, Comments",Toponym,,None,,,,,,,22637134-f374-447f-9f6d-2aeec6c561bb
"GEOMETRYCOLLECTION (POLYGON ((35.744375 32.214526, 35.744686 32.214501, 35.744856 32.214686, 35.744919 32.214923, 35.744861 32.215124, 35.744668 32.215311, 35.744359 32.215234, 35.744299 32.215156, 35.744103 32.214987, 35.743978 32.214765, 35.744375 32.214526)))","2015-10-05, 2015-10-05","2015-10-05, 2015-10-05","None, None",,EAMENA-0185202,,"Possible, Probable","Definite, Definite, Possible","Discrete, Dispersed","1, 100 to 500",,"Mohamad Atoom, Mohamad Atoom",,"None, None","None, None",,,"None, None","None, None","None, None",,,,,"Road/Track, Ploughing",,,"None, None",Positive/Built Feature,Irregular,,Poor,"Condition Assessment (Image Interpretation), Archaeological Assessment/Ground Survey","Definite, Definite",,,"Infrastructure/Transport, Agricultural/Pastoral","100 to 500, 1","Government Authority/Staff, Government Authority/Staff",,"Islamic (Levant/Arabia), Classical/Pre-Islamic (Levant/Mesopotamia/Iran/Northern Arabia), Classical/Pre-Islamic (Levant/Mesopotamia/Iran/Northern Arabia)",Agricultural/Pastoral,"Collapse/Structural Damage, Earth Displacement, Loss/Removal of Archaeological Material, Earth Displacement, Loss/Removal of Archaeological Material, Collapse/Structural Damage",,"Definite, Possible",Definite,,,,,,,,,,,"Unknown, Unknown","Definite, Definite","Rectilinear, Multiple",Jordan,,"Not Applicable, Not Applicable","Wall, Scatter","None, None","Definite, Definite, Definite, Definite, Definite, Definite",,,Archaeological Site,,"026e5134-93c4-4987-bc5a-550ca113e0b7, CPF Jordan Training",High,,,,"None, None, None",,,Definite,"Road/Track, Ploughing",Definite,E35N32-21,"Byzantine (Levant/Mesopotamia), Roman Imperial (Levant/Mesopotamia)","Infrastructure/Transport, Agricultural/Pastoral",,,,,,,Al-Huneh,Slopes,11-30%,,,"Old ArchesID, Comments",Toponym,,None,"2015-10-05, 2015-10-05",,,,,,3a53c0fd-7d0d-4379-b774-f5c128a35c14
"GEOMETRYCOLLECTION (POLYGON ((35.947594 31.824613, 35.947519 31.824584, 35.947111 31.824433, 35.946746 31.824307, 35.946592 31.824205, 35.946334 31.824151, 35.946028 31.823801, 35.945959 31.823595, 35.946291 31.823533, 35.946369 31.823433, 35.946523 31.823361, 35.946628 31.823316, 35.946821 31.823259, 35.947004 31.823206, 35.947038 31.82327, 35.947092 31.823188, 35.947152 31.823147, 35.947375 31.823056, 35.947645 31.82297, 35.94792 31.82295, 35.947952 31.823378, 35.947746 31.823557, 35.947714 31.823887, 35.947701 31.824186, 35.947611 31.824565, 35.947618 31.824647, 35.947594 31.824613)))",2018-02-07,,,,EAMENA-0185207,,,Not Applicable,,,,Mohammad Mubarak,,,,,,,,,,,,,,,,,Positive/Built Feature,Polygonal,,,Archaeological Assessment (Image Interpretation),,,,,,Government Authority/Staff,,Unknown,Unknown,,,,Not Applicable,,,,,,,,,,,,,,Jordan,,,,None,,,,Archaeological Site,,"1cabcc55-25c0-4805-8fb2-0a39751a7106, CPF Jordan Training",Definite,,,,None,,,Definite,,Low,E35N31-44,,,,,,,,,al Lubban,Summit,,,,"Old ArchesID, Comments",Toponym,,None,,,,,,,0e3c4178-3b92-432c-ab3e-0a84750ab85f
"GEOMETRYCOLLECTION (POLYGON ((35.728015 32.328041, 35.728037 32.328599, 35.727752 32.328596, 35.727385 32.328585, 35.727208 32.328465, 35.727009 32.328277, 35.726907 32.328023, 35.727428 32.328068, 35.727495 32.328073, 35.728015 32.328041)))","2018-04-19, 2018-04-19","2018-04-19, 2018-04-19","None, None",,EAMENA-0185204,,"Probable, Probable",Definite,Linear,1,,"Khaled Zyout, Khaled Zyout",,"None, None","None, None",,,"None, None","None, None","None, None",,,,,"Vegetation/Crops/Trees, Occupation/Continued Use",,,"None, None",Surface Feature,Polygonal,,Fair,"Archaeological Assessment (Image Interpretation), Condition Assessment (Image Interpretation)","Definite, Definite",,,"Tourism/Visitor Activities, Agricultural/Pastoral",1,"Government Authority/Staff, Government Authority/Staff",,Islamic (Levant/Arabia),Unknown,"Loss/Removal of Archaeological Material, Loss/Removal of Archaeological Material",,Definite,Not Applicable,,,,,,,,,,,Unknown,High,Irregular,Jordan,,Not Applicable,Wall,"None, None","High, Definite",,,Archaeological Site,,"1c6bd6c6-169e-4dd9-92c7-6ecc49e72b81, CPF Jordan Training",High,,,,None,,,Definite,"Construction, Vegetation/Crops/Trees",High,E35N32-23,"Islamic, Middle (Fatimid/Ayyubid/Crusader) (Levant/Arabia)","Agricultural/Pastoral, Tourism/Visitor Activities",,,,,,,"The northen foot of the Castle, سفح القلعة الشمالي",Plain/Plateau,11-30%,,,"Old ArchesID, Comments","Toponym, Toponym",,None,"2018-04-19, 2018-04-19",,,,,,f53f5e34-eaa7-446f-97dc-e16bb7fdb2d6
GEOMETRYCOLLECTION (POINT (37.250017 31.930676)),"2018-11-11, 2018-11-11",2018-10-15,None,,EAMENA-0185205,,Possible,Not Applicable,Isolated,1,,"Aysar Rdaideh, Aysar Rdaideh",,None,None,,,None,None,None,,,,,Road/Track,,,None,Unknown,Rectangular/Square,,Unknown,"Condition Assessment (Image Interpretation), Archaeological Assessment (Image Interpretation)",Not Applicable,,,,1,"Government Authority/Staff, Government Authority/Staff",,Unknown,Unknown,,,,Not Applicable,,,,,,,,,,,Unknown,High,Rectangular/Square,Jordan,,Not Applicable,Depression/Hollow,"None, None",,,,Archaeological Site,,"1c9334c2-03bf-4fe5-a50d-f797be26d077, CPF Jordan Training",Medium,,,,None,,,Medium,No Visible/Known,Medium,E37N31-34,,Infrastructure/Transport,,,,,,,,Plain/Plateau,No Visible/Known,,,"Old ArchesID, Comments",,,None,2018-10-15,,,,,,35768d57-a99a-4232-bc0b-bed29de0ecea
GEOMETRYCOLLECTION (POINT (35.783128 30.793743)),"2018-10-11, 2018-10-11",2018-10-11,None,,EAMENA-0185206,,Probable,Possible,Linear,2 to 5,,"Bashar Hasan, Bashar Hasan",,None,None,,,None,None,None,,,,,Unknown,,,None,Unknown,Unknown,,Good,"Condition Assessment (Image Interpretation), Archaeological Assessment (Image Interpretation)",Low,,,Domestic Use,6 to 10,"Government Authority/Staff, Government Authority/Staff",,Unknown,Domestic,"Erosion/Deterioration, Erosion/Deterioration, Loss/Removal of Archaeological Material, Unknown, Structural Alteration",,,Low,,,,,,,,,,,Unknown,Low,Sub-rectangular,Jordan,,Low,Depression/Hollow,"None, None","Low, Low, Low, Low, Low",,,Archaeological Site,,"1c950cfb-9aa7-4781-92ca-c36adcdaadb4, CPF Jordan Training",Low,,,,None,,,Low,Grazing/Animal Movement,Low,E37N32-12,,Archaeological,,,,,,,,Plain/Plateau,Unknown,,,"Old ArchesID, Comments",,,None,2018-10-11,,,,,,98bc41ba-9cfb-46aa-a620-063d9631bb5e
